,Cost,Demand,Inventory,Prod,Product_Family,SKU_ID,WOS,Warehouse,Week,Year,Month,Quarter
0,8.36,4407.75,74015.58949,0.0,PF_1,1395072.0,14.835344429415937,W_B,1,2022.0,1,1
1,8.97,3859.5,127416.9804,0.0,PF_2,1039394.0,31.99572998613798,W_C,1,2022.0,1,1
2,8.65,3181.25,34824.205816845846,14935.883066845843,PF_3,1975221.0,5.305026933800914,W_A,1,2022.0,1,1
3,7.89,9692.0,90346.37860550644,46049.68576550645,PF_4,1396615.0,5.24869110962583,W_B,1,2022.0,1,1
4,8.68,11165.5,96182.0470071543,83830.37379715429,PF_0,1026987.0,2.4920179304863836,W_C,1,2022.0,1,1
5,8.57,9485.75,119064.7835,0.0,PF_1,1885799.0,15.411538644827251,W_A,1,2022.0,1,1
6,9.64,6712.5,131754.1282,0.0,PF_2,1844486.0,19.881954314329047,W_B,1,2022.0,1,1
7,7.23,11560.25,324514.6391,0.0,PF_3,1633773.0,28.880476859948008,W_C,1,2022.0,1,1
8,7.53,12456.5,149794.4469,0.0,PF_4,1280204.0,15.602834160150499,W_A,1,2022.0,1,1
9,7.17,5942.0,178712.8545,0.0,PF_0,1461444.0,28.423197352471472,W_B,1,2022.0,1,1
10,9.64,8913.5,281423.6917,0.0,PF_1,1118364.0,35.107543642258484,W_C,1,2022.0,1,1
11,9.24,7323.25,69667.14384321304,46750.27606321303,PF_2,1591858.0,3.6161846088535787,W_A,1,2022.0,1,1
12,9.81,4114.25,97478.2696,0.0,PF_3,1136253.0,16.627253617021278,W_B,1,2022.0,1,1
13,9.74,11297.75,100558.59042237248,102985.12795137247,PF_4,1740258.0,0.8844568209269574,W_C,1,2022.0,1,1
14,7.97,8457.75,96004.2523,0.0,PF_0,1321497.0,14.16493950421628,W_A,1,2022.0,1,1
15,7.85,3601.75,90193.47632999999,0.0,PF_1,1950549.0,17.600905672734093,W_B,1,2022.0,1,1
16,8.77,12019.0,184948.26100000003,0.0,PF_2,1493247.0,18.5629914002309,W_C,1,2022.0,1,1
17,9.44,10995.5,123388.3014,0.0,PF_3,1352561.0,14.723663982798408,W_A,1,2022.0,1,1
18,8.4,2733.25,73393.75924,0.0,PF_4,1705422.0,18.97423665513911,W_B,1,2022.0,1,1
19,7.17,5940.25,60074.72228999999,0.0,PF_0,1022712.0,9.58014345768369,W_C,1,2022.0,1,1
20,9.28,4699.5,42043.53184708443,41620.25124708443,PF_1,1633085.0,1.1436852330919391,W_A,1,2022.0,1,1
21,8.2,6620.5,80225.78176,0.0,PF_2,1915675.0,13.727924403872752,W_B,1,2022.0,1,1
22,7.29,6822.25,174999.3782,0.0,PF_3,1759024.0,27.945955784397544,W_C,1,2022.0,1,1
23,7.23,11927.5,175606.9573,0.0,PF_4,1641168.0,17.15767474339694,W_A,1,2022.0,1,1
24,8.2,8558.25,165769.1518,0.0,PF_0,1841568.0,21.782246361215453,W_B,1,2022.0,1,1
25,9.89,9602.0,188469.7413,0.0,PF_1,1661410.0,23.17001170363655,W_C,1,2022.0,1,1
26,7.12,8161.5,195706.3614,0.0,PF_2,1710785.0,24.746500943768396,W_A,1,2022.0,1,1
27,9.6,10855.25,299509.6345,0.0,PF_3,1189716.0,31.410270670984715,W_B,1,2022.0,1,1
28,8.58,7254.5,83083.29215,0.0,PF_4,1202924.0,10.558105729729728,W_C,1,2022.0,1,1
29,9.19,8765.75,235946.4579,0.0,PF_0,1287424.0,26.09845975577241,W_A,1,2022.0,1,1
30,8.77,12473.0,111924.98438266155,120134.69569866156,PF_1,1578653.0,0.3684201315913129,W_B,1,2022.0,1,1
31,8.31,11513.25,255232.5329,0.0,PF_2,1705332.0,27.747541016689095,W_C,1,2022.0,1,1
32,9.8,9018.75,111536.735,0.0,PF_3,1803508.0,12.912191719382802,W_A,1,2022.0,1,1
33,8.81,8388.25,212844.5791,0.0,PF_4,1700607.0,28.492174231094296,W_B,1,2022.0,1,1
34,8.98,11290.25,101545.75208618073,110854.34157818073,PF_0,1256263.0,0.18140948356495915,W_C,1,2022.0,1,1
35,8.51,3883.25,45729.08025,0.0,PF_1,1838070.0,11.403167327472275,W_A,1,2022.0,1,1
36,8.82,8610.0,60190.46188999999,0.0,PF_2,1834977.0,8.95540542494773,W_B,1,2022.0,1,1
37,7.19,10952.75,88190.49804428295,49868.52056428296,PF_3,1379146.0,5.446940671129811,W_C,1,2022.0,1,1
38,9.0,7997.25,217329.4244,0.0,PF_4,1248060.0,26.1464310401346,W_A,1,2022.0,1,1
39,9.13,3627.0,59866.44111,0.0,PF_0,1707025.0,10.920197548721367,W_B,1,2022.0,1,1
40,7.46,7898.75,88345.60335,0.0,PF_1,1879235.0,11.906824817134464,W_C,1,2022.0,1,1
41,7.56,12188.25,118532.8424,0.0,PF_2,1544930.0,11.106295021240442,W_A,1,2022.0,1,1
42,9.72,10987.5,208864.0012,0.0,PF_3,1726969.0,21.4290658609094,W_B,1,2022.0,1,1
43,7.34,9107.5,302356.3799,0.0,PF_4,1117440.0,37.11382753474239,W_C,1,2022.0,1,1
44,7.65,5330.25,136284.5214,0.0,PF_0,1004740.0,21.04192290633532,W_A,1,2022.0,1,1
45,9.89,9307.5,307276.4723,0.0,PF_1,1961719.0,36.38634837152504,W_B,1,2022.0,1,1
46,8.22,5913.5,55848.74422685099,46684.86778685099,PF_2,1825560.0,2.105374518161666,W_C,1,2022.0,1,1
47,8.55,7058.5,62670.0558023777,41755.3779723777,PF_3,1832552.0,4.084383654830673,W_A,1,2022.0,1,1
48,8.18,11841.25,247517.6761,0.0,PF_4,1090594.0,24.929968385639448,W_B,1,2022.0,1,1
49,9.98,10079.75,83035.72344,0.0,PF_0,1543938.0,9.943055667053752,W_C,1,2022.0,1,1
50,9.99,10925.0,124312.87530000001,0.0,PF_1,1421180.0,14.276328495836799,W_A,1,2022.0,1,1
51,9.2,12408.5,109431.17177799341,39880.526277993406,PF_2,1908273.0,6.7860316494343875,W_B,1,2022.0,1,1
52,9.63,4196.5,90704.48845,0.0,PF_3,1559835.0,18.43744539129379,W_C,1,2022.0,1,1
53,7.91,7858.75,71724.51333637566,24408.667496375667,PF_4,1482803.0,6.894077620947903,W_A,1,2022.0,1,1
54,7.25,10115.0,301604.5381,0.0,PF_0,1771270.0,32.603662122975145,W_B,1,2022.0,1,1
55,9.82,9035.5,164162.306,0.0,PF_1,1186743.0,18.130200565267458,W_C,1,2022.0,1,1
56,7.14,9411.5,264804.3984,0.0,PF_2,1010092.0,27.253469996956277,W_A,1,2022.0,1,1
57,7.78,10788.25,132124.9186,0.0,PF_3,1797094.0,15.00883287671233,W_B,1,2022.0,1,1
58,9.75,6273.0,65308.11624373616,15776.044653736168,PF_4,1526326.0,7.485087732546442,W_C,1,2022.0,1,1
59,9.48,11173.75,229436.0537,0.0,PF_0,1444898.0,23.176646453749132,W_A,1,2022.0,1,1
60,7.8,4695.5,87479.44226,0.0,PF_1,1987197.0,14.86437884797968,W_B,1,2022.0,1,1
61,8.64,8158.75,258649.3331,0.0,PF_2,1596820.0,30.495619742115224,W_C,1,2022.0,1,1
62,7.33,9975.5,81992.62009,0.0,PF_3,1245657.0,10.371442718372698,W_A,1,2022.0,1,1
63,7.81,12190.5,104606.72789107429,61503.597411074305,PF_4,1422920.0,4.954792878792969,W_B,1,2022.0,1,1
64,9.55,7431.5,66913.30644265692,71461.45309365692,PF_0,1709261.0,0.3839799376092421,W_C,1,2022.0,1,1
65,7.03,10981.25,196470.5398,0.0,PF_1,1470217.0,22.66443135792859,W_A,1,2022.0,1,1
66,9.91,8228.25,76901.9136972519,58754.1567672519,PF_2,1943544.0,2.859458965484531,W_B,1,2022.0,1,1
67,9.17,4929.25,76124.46824,0.0,PF_3,1708464.0,16.821795364619817,W_C,1,2022.0,1,1
68,7.26,7254.75,252575.8805,0.0,PF_4,1166815.0,32.073153534589835,W_A,1,2022.0,1,1
69,9.68,2884.0,37143.05361017987,9735.06285017987,PF_0,1148598.0,6.624458096331529,W_B,1,2022.0,1,1
70,7.94,8686.25,109591.1865,0.0,PF_1,1542320.0,15.648915364960184,W_C,1,2022.0,1,1
71,9.88,7360.75,231583.1345,0.0,PF_2,1540951.0,28.027169808001055,W_A,1,2022.0,1,1
72,7.84,5488.75,155092.0468,0.0,PF_3,1338107.0,32.16641939029734,W_B,1,2022.0,1,1
73,9.94,11396.0,366856.4527,0.0,PF_4,1972232.0,34.11444636648554,W_C,1,2022.0,1,1
74,8.11,11759.25,421024.6022,0.0,PF_0,1747756.0,37.64749626327264,W_A,1,2022.0,1,1
75,8.68,11177.25,100951.71058997822,52964.394769978215,PF_1,1411516.0,5.261410922187639,W_B,1,2022.0,1,1
76,9.62,9055.0,169953.776,0.0,PF_2,1361836.0,20.403493613535176,W_C,1,2022.0,1,1
77,7.49,11330.5,94595.2829,0.0,PF_3,1336891.0,9.546357205058158,W_A,1,2022.0,1,1
78,9.28,7545.0,64639.372220152785,47092.45536015279,PF_4,1814880.0,3.7584552206556947,W_B,1,2022.0,1,1
79,9.36,12119.75,164778.2177,0.0,PF_0,1681215.0,16.165861238384082,W_C,1,2022.0,1,1
80,8.97,9738.25,212194.8932,0.0,PF_1,1217963.0,22.837180065470868,W_A,1,2022.0,1,1
81,9.76,3626.5,112823.5139,0.0,PF_2,1441235.0,28.89354458246104,W_B,1,2022.0,1,1
82,9.56,8308.5,163924.9781,0.0,PF_3,1251251.0,21.435738340671136,W_C,1,2022.0,1,1
83,7.09,6700.25,65594.36432000001,0.0,PF_4,1183992.0,9.18456919605212,W_A,1,2022.0,1,1
84,9.93,4340.5,134154.53,0.0,PF_0,1725410.0,22.940085303739284,W_B,1,2022.0,1,1
85,9.06,9157.25,220514.1934,0.0,PF_1,1665271.0,30.266471419040794,W_C,1,2022.0,1,1
86,7.45,7532.25,197734.6091,0.0,PF_2,1104927.0,25.018051628629756,W_A,1,2022.0,1,1
87,9.83,7628.25,231190.5883,0.0,PF_3,1404240.0,30.93358007868789,W_B,1,2022.0,1,1
88,9.22,5074.25,157020.4983,0.0,PF_4,1658227.0,34.68241047352866,W_C,1,2022.0,1,1
89,9.43,9156.0,84199.0310059544,66204.2134559544,PF_0,1919447.0,2.7693082726131055,W_A,1,2022.0,1,1
90,8.95,5387.5,94399.4515,0.0,PF_1,1602257.0,13.970382765741485,W_B,1,2022.0,1,1
91,9.14,9563.0,227281.3695,0.0,PF_2,1542470.0,25.429880363446028,W_C,1,2022.0,1,1
92,9.2,7101.5,197907.1605,0.0,PF_3,1172141.0,30.743132930315383,W_A,1,2022.0,1,1
93,8.27,9913.25,237620.3736,0.0,PF_4,1686011.0,29.63742471994193,W_B,1,2022.0,1,1
94,8.59,7637.25,63549.680720000004,0.0,PF_0,1760339.0,9.03925154970041,W_C,1,2022.0,1,1
95,9.59,10701.75,234968.9082,0.0,PF_1,1544715.0,24.367707512910005,W_A,1,2022.0,1,1
96,8.81,3053.25,47603.90473,0.0,PF_2,1715505.0,10.852149312196232,W_B,1,2022.0,1,1
97,8.8,12125.75,369737.3609,0.0,PF_3,1539334.0,38.396290805341714,W_C,1,2022.0,1,1
98,9.2,12119.0,200705.194,0.0,PF_4,1803831.0,19.12639636927363,W_A,1,2022.0,1,1
99,9.51,5422.0,163123.3118,0.0,PF_0,1431913.0,25.610653568477733,W_B,1,2022.0,1,1
100,8.36,4407.75,69607.83949,0.0,PF_1,1395072.0,13.266621964181692,W_B,2,2022.0,1,1
101,8.97,3859.5,123557.4804,0.0,PF_2,1039394.0,30.45278266446255,W_C,2,2022.0,1,1
102,8.65,3181.25,44196.25,12553.294183154154,PF_3,1975221.0,7.350367963030098,W_A,2,2022.0,1,1
